premise,hypothesis,label
A man plays a recorder to a seagull by a brick wall.,The recorder destroys a boat .,contradiction
A man plays a recorder to a seagull by a brick wall.,The recorder is recovered from a wreckage .,neutral
A man plays a recorder to a seagull by a brick wall.,The recorder is an official .,contradiction
"Three men in a casual band are getting ready to play in a small joint- one on the drums, one on guitar, and the third on keyboard.",The joint is basic .,neutral
"Three men in a casual band are getting ready to play in a small joint- one on the drums, one on guitar, and the third on keyboard.",A speculation focuses on the joint .,neutral
"Three men in a casual band are getting ready to play in a small joint- one on the drums, one on guitar, and the third on keyboard.",The joint is softened .,contradiction
"Three men in a casual band are getting ready to play in a small joint- one on the drums, one on guitar, and the third on keyboard.",The joint is central to a debate .,contradiction
"Three men in a casual band are getting ready to play in a small joint- one on the drums, one on guitar, and the third on keyboard.",The joint works a fine .,contradiction
"Three men in a casual band are getting ready to play in a small joint- one on the drums, one on guitar, and the third on keyboard.",The joint is a junction .,contradiction
three men are at a party nd playing games.,The nd is a metallic element .,contradiction
three men are at a party nd playing games.,The nd urges a government to punish the culprit .,contradiction
three men are at a party nd playing games.,The nd pays a fee .,contradiction
three men are at a party nd playing games.,A blade juts out from the nd .,contradiction
three men are at a party nd playing games.,Gallows is constructed in the nd .,contradiction
three men are at a party nd playing games.,The nd seems to absorb a light .,contradiction
This group is doing their best to try and enjoy the new hospital orientation.,The orientation is a predisposition .,contradiction
This group is doing their best to try and enjoy the new hospital orientation.,The orientation is natural .,contradiction
This group is doing their best to try and enjoy the new hospital orientation.,A person shows the orientation .,neutral
This group is doing their best to try and enjoy the new hospital orientation.,The orientation is a placement .,contradiction
This group is doing their best to try and enjoy the new hospital orientation.,The orientation is corrected .,neutral
This group is doing their best to try and enjoy the new hospital orientation.,The orientation is obvious .,neutral
This group is doing their best to try and enjoy the new hospital orientation.,A person wakes up the orientation .,contradiction
A runner slides into second base while the shortstop waits for the ball,The shortstop continues to strengthen .,neutral
A runner slides into second base while the shortstop waits for the ball,The shortstop makes a history .,contradiction
A runner slides into second base while the shortstop waits for the ball,A person faces the shortstop .,neutral
A runner slides into second base while the shortstop waits for the ball,The shortstop is an infielder .,entailment
A runner slides into second base while the shortstop waits for the ball,The shortstop makes an effort .,neutral
A runner slides into second base while the shortstop waits for the ball,The shortstop is a position .,neutral
A runner slides into second base while the shortstop waits for the ball,The shortstop levels out .,contradiction
Two men stand strong under the waterfall's cascade.,The cascade is a descent .,entailment
Two men stand strong under the waterfall's cascade.,The cascade is a waterfall .,entailment
Two men stand strong under the waterfall's cascade.,Crisis trigger the cascade .,contradiction
Two men stand strong under the waterfall's cascade.,A person shows the cascade .,neutral
Two men stand strong under the waterfall's cascade.,The cascade is installed .,contradiction
Two men stand strong under the waterfall's cascade.,Reporters see the cascade .,neutral
Two men stand strong under the waterfall's cascade.,An issue triggers the cascade .,neutral
Three women enjoying a balloon joyride.,The joyride comes to a halt .,neutral
Three women enjoying a balloon joyride.,A person begins the joyride .,neutral
Three women enjoying a balloon joyride.,The joyride is a drive .,contradiction
Three women enjoying a balloon joyride.,The joyride takes hours .,neutral
Three women enjoying a balloon joyride.,A trip looks like the joyride .,neutral
Three women enjoying a balloon joyride.,A style is a bit of the joyride .,contradiction
"They are having a karate class, a karate is part of self-defense",The self-defense is a protection .,entailment
"They are having a karate class, a karate is part of self-defense",A money is spent on the self-defense .,neutral
"They are having a karate class, a karate is part of self-defense",A following is a summary of the self-defense .,contradiction
"They are having a karate class, a karate is part of self-defense",A possession is soley for the self-defense .,contradiction
"They are having a karate class, a karate is part of self-defense",A minister is afforded the self-defense .,contradiction
"They are having a karate class, a karate is part of self-defense",A player denies the self-defense .,contradiction
A white dog has a red handkerchief over its face with gold stars.,The handkerchief is a piece of cloth .,entailment
A white dog has a red handkerchief over its face with gold stars.,A man uses the handkerchief .,neutral
A white dog has a red handkerchief over its face with gold stars.,A grenade is wrapped in the handkerchief .,neutral
A white dog has a red handkerchief over its face with gold stars.,The handkerchief has a company .,contradiction
A white dog has a red handkerchief over its face with gold stars.,A person uses the handkerchief .,neutral
A white dog has a red handkerchief over its face with gold stars.,A person fishes for the handkerchief .,neutral
A man in a Tyrolean hat decorates a tan and white cow with ribbons and evergreen while a woman holds the cow's head.,The evergreen lives for a period .,neutral
A man in a Tyrolean hat decorates a tan and white cow with ribbons and evergreen while a woman holds the cow's head.,A person pulls out the evergreen .,neutral
A man in a Tyrolean hat decorates a tan and white cow with ribbons and evergreen while a woman holds the cow's head.,A person wipes of the evergreen .,contradiction
A man in a Tyrolean hat decorates a tan and white cow with ribbons and evergreen while a woman holds the cow's head.,The evergreen is a vascular plant .,neutral
A man in a Tyrolean hat decorates a tan and white cow with ribbons and evergreen while a woman holds the cow's head.,A person chooses the evergreen .,neutral
A man in a Tyrolean hat decorates a tan and white cow with ribbons and evergreen while a woman holds the cow's head.,The evergreen blooms .,neutral
"Six kids, 4 in red and white uniforms, 2 in green and yellow, playing lacrosse.",A person plays in the lacrosse .,contradiction
"Six kids, 4 in red and white uniforms, 2 in green and yellow, playing lacrosse.",A person has to play the lacrosse .,neutral
"Six kids, 4 in red and white uniforms, 2 in green and yellow, playing lacrosse.",The lacrosse is a field game .,entailment
"Six kids, 4 in red and white uniforms, 2 in green and yellow, playing lacrosse.",A person likes to play the lacrosse .,neutral
"Six kids, 4 in red and white uniforms, 2 in green and yellow, playing lacrosse.",A person plays the lacrosse .,neutral
"Six kids, 4 in red and white uniforms, 2 in green and yellow, playing lacrosse.",A person can play the lacrosse .,contradiction
Two male Asian preteens giving the peace sign to the camera,The preteens jump at a chance .,contradiction
Two male Asian preteens giving the peace sign to the camera,The preteens right .,contradiction
Two male Asian preteens giving the peace sign to the camera,The preteens are caught by a surprise .,neutral
Two male Asian preteens giving the peace sign to the camera,The preteens are a juvenile .,entailment
Two male Asian preteens giving the peace sign to the camera,The preteens need a help .,contradiction
Two male Asian preteens giving the peace sign to the camera,A girl metamorphoses into the preteens .,contradiction
An African American girl who had just received a doll from a family who adopted her from the states.,The states negocio informales .,contradiction
An African American girl who had just received a doll from a family who adopted her from the states.,The states are possible .,contradiction
An African American girl who had just received a doll from a family who adopted her from the states.,The states are a political unit .,neutral
An African American girl who had just received a doll from a family who adopted her from the states.,The states have a history .,entailment
An African American girl who had just received a doll from a family who adopted her from the states.,A public is kept in the states .,contradiction
An African American girl who had just received a doll from a family who adopted her from the states.,The states mero an aficionados .,contradiction
An African American girl who had just received a doll from a family who adopted her from the states.,The states are an executive department .,neutral
Two outdoorsmen stand by a stony edifice in a forest.,The outdoorsmen arrange to have new photo .,neutral
Two outdoorsmen stand by a stony edifice in a forest.,The outdoorsmen are a logger a person for .,contradiction
Two outdoorsmen stand by a stony edifice in a forest.,The outdoorsmen build a cabin .,neutral
Two outdoorsmen stand by a stony edifice in a forest.,The outdoorsmen use a levity .,neutral
Two outdoorsmen stand by a stony edifice in a forest.,The outdoorsmen are a person .,entailment
Two outdoorsmen stand by a stony edifice in a forest.,The outdoorsmen hike a person .,contradiction
A young man wearing blue jeans and converse is dancing while grasping the hand of a young lady,The converse is trued for stocks .,contradiction
A young man wearing blue jeans and converse is dancing while grasping the hand of a young lady,The converse is those .,contradiction
A young man wearing blue jeans and converse is dancing while grasping the hand of a young lady,The converse holds true .,contradiction
A young man wearing blue jeans and converse is dancing while grasping the hand of a young lady,The converse is a proposition .,contradiction
A young man wearing blue jeans and converse is dancing while grasping the hand of a young lady,A way is to accept the converse .,contradiction
A young man wearing blue jeans and converse is dancing while grasping the hand of a young lady,The converse runs true .,contradiction
"Three people, one with a black shirt, one with a navy blue jacket, and one with a red t-shirt, working in an office with a large messy bookshelf.",The bookshelf is convenient .,neutral
"Three people, one with a black shirt, one with a navy blue jacket, and one with a red t-shirt, working in an office with a large messy bookshelf.",The bookshelf is a shelf .,entailment
"Three people, one with a black shirt, one with a navy blue jacket, and one with a red t-shirt, working in an office with a large messy bookshelf.",The bookshelf is luminescent .,neutral
"Three people, one with a black shirt, one with a navy blue jacket, and one with a red t-shirt, working in an office with a large messy bookshelf.",A bible belongs on the bookshelf .,neutral
"Three people, one with a black shirt, one with a navy blue jacket, and one with a red t-shirt, working in an office with a large messy bookshelf.",The bookshelf adds to an attraction .,contradiction
"Three people, one with a black shirt, one with a navy blue jacket, and one with a red t-shirt, working in an office with a large messy bookshelf.",The bookshelf is painted a white .,contradiction
"A man with a white shirt and pants wearing a black and white hat in front of a fire hydrant leaning against a white truck that says Caution-Children, Good Humor.",The Humor is missed .,neutral
"A man with a white shirt and pants wearing a black and white hat in front of a fire hydrant leaning against a white truck that says Caution-Children, Good Humor.",A movie has the Humor .,contradiction
"A man with a white shirt and pants wearing a black and white hat in front of a fire hydrant leaning against a white truck that says Caution-Children, Good Humor.",A person loves the Humor .,contradiction
"A man with a white shirt and pants wearing a black and white hat in front of a fire hydrant leaning against a white truck that says Caution-Children, Good Humor.",A movie lacks the Humor .,contradiction
"A man with a white shirt and pants wearing a black and white hat in front of a fire hydrant leaning against a white truck that says Caution-Children, Good Humor.",The Humor darkens .,contradiction
"A man with a white shirt and pants wearing a black and white hat in front of a fire hydrant leaning against a white truck that says Caution-Children, Good Humor.",The Humor is a message .,neutral
two women and two men are posing for a self held camera photograph.,The self is satisfied .,neutral
two women and two men are posing for a self held camera photograph.,Works change the self .,contradiction
two women and two men are posing for a self held camera photograph.,An attack is seared in the self .,contradiction
two women and two men are posing for a self held camera photograph.,The self is consciousness .,neutral
two women and two men are posing for a self held camera photograph.,The self is mobilised .,contradiction
two women and two men are posing for a self held camera photograph.,A person gets to the self .,contradiction
Two swordsmen practice their sport.,The swordsmen speak a fluent chinese .,neutral
Two swordsmen practice their sport.,The swordsmen kick a butt .,neutral
Two swordsmen practice their sport.,The swordsmen spend hours .,contradiction
Two swordsmen practice their sport.,The swordsmen out to rid a town .,contradiction
Two swordsmen practice their sport.,The swordsmen are a combatant .,entailment
Two swordsmen practice their sport.,The swordsmen never allow an opponent to score any more point .,contradiction
A man picking up a softball as another slides to the base.,A company makes the softball .,entailment
A man picking up a softball as another slides to the base.,A person bats the softball .,neutral
A man picking up a softball as another slides to the base.,A person concentrates on the softball .,neutral
A man picking up a softball as another slides to the base.,The softball is a baseball .,entailment
A man picking up a softball as another slides to the base.,The softball is a ball .,entailment
A man picking up a softball as another slides to the base.,A person plays the softball .,neutral
A man picking up a softball as another slides to the base.,A person fits to take the softball .,contradiction
A woman with short hair listens to her iPod sitting along a wall.,The iPod is crude .,contradiction
A woman with short hair listens to her iPod sitting along a wall.,The iPod is a stereo .,contradiction
A woman with short hair listens to her iPod sitting along a wall.,A person plays on the iPod .,entailment
A woman with short hair listens to her iPod sitting along a wall.,The iPod dominates a market .,neutral
A woman with short hair listens to her iPod sitting along a wall.,The iPod is read .,contradiction
A woman with short hair listens to her iPod sitting along a wall.,A craft will the iPod .,contradiction
A young person in black pants and a brown fedora uses their mobile device on a city sidewalk.,The fedora shoots a percent .,contradiction
A young person in black pants and a brown fedora uses their mobile device on a city sidewalk.,The fedora drapes across a brim .,contradiction
A young person in black pants and a brown fedora uses their mobile device on a city sidewalk.,The fedora is a hat .,entailment
A young person in black pants and a brown fedora uses their mobile device on a city sidewalk.,A person is the guy in the fedora .,entailment
A young person in black pants and a brown fedora uses their mobile device on a city sidewalk.,The fedora pulls .,contradiction
A young person in black pants and a brown fedora uses their mobile device on a city sidewalk.,The fedora affixes to a side .,contradiction
"Six people tend to various chores and responsibilities on board a sailing ship while it's docked in a harbor; while three of the men appear to be dressed in normal clothes like jeans and plain or striped shirts, the other two men and the woman are dressed as pirate characters.",A count carries the responsibilities .,contradiction
"Six people tend to various chores and responsibilities on board a sailing ship while it's docked in a harbor; while three of the men appear to be dressed in normal clothes like jeans and plain or striped shirts, the other two men and the woman are dressed as pirate characters.",The responsibilities are a social control .,neutral
"Six people tend to various chores and responsibilities on board a sailing ship while it's docked in a harbor; while three of the men appear to be dressed in normal clothes like jeans and plain or striped shirts, the other two men and the woman are dressed as pirate characters.",A government bears the responsibilities .,neutral
"Six people tend to various chores and responsibilities on board a sailing ship while it's docked in a harbor; while three of the men appear to be dressed in normal clothes like jeans and plain or striped shirts, the other two men and the woman are dressed as pirate characters.",A person assumes the responsibilities .,neutral
"Six people tend to various chores and responsibilities on board a sailing ship while it's docked in a harbor; while three of the men appear to be dressed in normal clothes like jeans and plain or striped shirts, the other two men and the woman are dressed as pirate characters.",The responsibilities are a sphere .,contradiction
"Six people tend to various chores and responsibilities on board a sailing ship while it's docked in a harbor; while three of the men appear to be dressed in normal clothes like jeans and plain or striped shirts, the other two men and the woman are dressed as pirate characters.",The responsibilities are harsh .,neutral
"Six people tend to various chores and responsibilities on board a sailing ship while it's docked in a harbor; while three of the men appear to be dressed in normal clothes like jeans and plain or striped shirts, the other two men and the woman are dressed as pirate characters.",The responsibilities are difficult .,neutral
"A male wearing a strange helmet covering face and head is seated on the accordion case in a street apparently blocked off, perhaps for a block party, while onlookers walk behind and listeners are seated in front in lawn chairs.",A company has the listeners .,contradiction
"A male wearing a strange helmet covering face and head is seated on the accordion case in a street apparently blocked off, perhaps for a block party, while onlookers walk behind and listeners are seated in front in lawn chairs.",A person comes as the listeners .,contradiction
"A male wearing a strange helmet covering face and head is seated on the accordion case in a street apparently blocked off, perhaps for a block party, while onlookers walk behind and listeners are seated in front in lawn chairs.",The listeners are a perceiver .,neutral
"A male wearing a strange helmet covering face and head is seated on the accordion case in a street apparently blocked off, perhaps for a block party, while onlookers walk behind and listeners are seated in front in lawn chairs.",The listeners tune in to one .,contradiction
"A male wearing a strange helmet covering face and head is seated on the accordion case in a street apparently blocked off, perhaps for a block party, while onlookers walk behind and listeners are seated in front in lawn chairs.",The listeners have a time .,contradiction
"A male wearing a strange helmet covering face and head is seated on the accordion case in a street apparently blocked off, perhaps for a block party, while onlookers walk behind and listeners are seated in front in lawn chairs.",The listeners are accused .,neutral
"A man in a yellow-and-black cycling outfit kneels against a bike, adjusting its mechanism.",The mechanism is a device .,neutral
"A man in a yellow-and-black cycling outfit kneels against a bike, adjusting its mechanism.",The mechanism is convenient .,neutral
"A man in a yellow-and-black cycling outfit kneels against a bike, adjusting its mechanism.",The mechanism is chemical process .,neutral
"A man in a yellow-and-black cycling outfit kneels against a bike, adjusting its mechanism.",The mechanism is a philosophical doctrine .,contradiction
"A man in a yellow-and-black cycling outfit kneels against a bike, adjusting its mechanism.",The mechanism is improved .,neutral
"A man in a yellow-and-black cycling outfit kneels against a bike, adjusting its mechanism.",The mechanism is a performance .,neutral
"A man in a yellow-and-black cycling outfit kneels against a bike, adjusting its mechanism.",A person embraces the mechanism .,neutral
"A man in a yellow-and-black cycling outfit kneels against a bike, adjusting its mechanism.",A person proposes the mechanism .,contradiction
"A man in a yellow-and-black cycling outfit kneels against a bike, adjusting its mechanism.",A person is outed of the mechanism .,neutral
Boaters follow each other single file over the damn.,The boaters point to a stretch .,neutral
Boaters follow each other single file over the damn.,The boaters make a debut .,neutral
Boaters follow each other single file over the damn.,The boaters sentence .,contradiction
Boaters follow each other single file over the damn.,The boaters die .,neutral
Boaters follow each other single file over the damn.,The boaters are a worker .,neutral
Boaters follow each other single file over the damn.,The boaters fail to win .,neutral
Boaters follow each other single file over the damn.,The boaters are a hat .,contradiction
"A man wearing a breathing filter is painting some marks with red paint on a large, blue painting.",Companies develop the filter .,neutral
"A man wearing a breathing filter is painting some marks with red paint on a large, blue painting.",The filter is an electrical device .,neutral
"A man wearing a breathing filter is painting some marks with red paint on a large, blue painting.",A person changes the filter .,neutral
"A man wearing a breathing filter is painting some marks with red paint on a large, blue painting.",A speculation focuses on the filter .,neutral
"A man wearing a breathing filter is painting some marks with red paint on a large, blue painting.",A person chooses to buy the filter .,neutral
"A man wearing a breathing filter is painting some marks with red paint on a large, blue painting.",The filter is a device .,entailment
"A man wearing a breathing filter is painting some marks with red paint on a large, blue painting.",A person returns to the filter .,neutral
A nursing staff in front of a cart that says magnet is you.,A person heads toward the magnet .,contradiction
A nursing staff in front of a cart that says magnet is you.,The magnet is a device .,neutral
A nursing staff in front of a cart that says magnet is you.,A person toys with the magnet .,neutral
A nursing staff in front of a cart that says magnet is you.,Contents include the magnet .,contradiction
A nursing staff in front of a cart that says magnet is you.,The magnet is the ability .,contradiction
A nursing staff in front of a cart that says magnet is you.,The magnet is a feature .,neutral
A nursing staff in front of a cart that says magnet is you.,A developer maintains the magnet .,contradiction
A market where people can try a diversity of foods from all around the world.,A person is blamed for the diversity .,contradiction
A market where people can try a diversity of foods from all around the world.,The diversity is a sore point .,neutral
A market where people can try a diversity of foods from all around the world.,A holiday captures the diversity .,contradiction
A market where people can try a diversity of foods from all around the world.,A person welcomes the diversity .,entailment
A market where people can try a diversity of foods from all around the world.,The diversity is a heterogeneity .,neutral
A market where people can try a diversity of foods from all around the world.,A person praises the diversity .,neutral
Woman with yellow button up shirt and jeans is making beautiful pottery etchings into one of her works of art.,The etchings level out .,contradiction
Woman with yellow button up shirt and jeans is making beautiful pottery etchings into one of her works of art.,The etchings act on a table .,contradiction
Woman with yellow button up shirt and jeans is making beautiful pottery etchings into one of her works of art.,The etchings deter a theft .,contradiction
Woman with yellow button up shirt and jeans is making beautiful pottery etchings into one of her works of art.,The etchings are an engraving .,entailment
Woman with yellow button up shirt and jeans is making beautiful pottery etchings into one of her works of art.,The etchings follow a suit .,contradiction
Woman with yellow button up shirt and jeans is making beautiful pottery etchings into one of her works of art.,The etchings contract .,contradiction
One young boy is holding a plastic sward with another young boy is holding a stick outside.,A person wins on the sward .,contradiction
One young boy is holding a plastic sward with another young boy is holding a stick outside.,A person visits the sward .,contradiction
One young boy is holding a plastic sward with another young boy is holding a stick outside.,A center is considered the sward .,contradiction
One young boy is holding a plastic sward with another young boy is holding a stick outside.,A person crumples to the sward .,contradiction
One young boy is holding a plastic sward with another young boy is holding a stick outside.,A course has the sward .,contradiction
One young boy is holding a plastic sward with another young boy is holding a stick outside.,The sward is a land .,contradiction
A recently adopted mixed breed medium sized dog bounds happily around the yard.,A person crosses the bounds .,neutral
A recently adopted mixed breed medium sized dog bounds happily around the yard.,A driver comes with the bounds .,contradiction
A recently adopted mixed breed medium sized dog bounds happily around the yard.,A person goes to take the bounds .,contradiction
A recently adopted mixed breed medium sized dog bounds happily around the yard.,A brutality knows the bounds .,contradiction
A recently adopted mixed breed medium sized dog bounds happily around the yard.,The bounds are an extremity .,contradiction
A recently adopted mixed breed medium sized dog bounds happily around the yard.,A person exceeds the bounds .,contradiction
A man pulling a rickshaw or handcart is sharing a road in China with an Audi and truck.,The handcart is a wheeled vehicle .,entailment
A man pulling a rickshaw or handcart is sharing a road in China with an Audi and truck.,The handcart is set up in a court .,neutral
A man pulling a rickshaw or handcart is sharing a road in China with an Audi and truck.,The handcart blows up .,neutral
A man pulling a rickshaw or handcart is sharing a road in China with an Audi and truck.,The handcart displays a doll .,contradiction
A man pulling a rickshaw or handcart is sharing a road in China with an Audi and truck.,A body is found in the handcart .,neutral
A man pulling a rickshaw or handcart is sharing a road in China with an Audi and truck.,The handcart crashes through barriers .,neutral
A heavily adorned buddhist or hindu religious figure wearing an ornate crown on an ornate throne holding a quill.,The quill is a pen .,neutral
A heavily adorned buddhist or hindu religious figure wearing an ornate crown on an ornate throne holding a quill.,The quill is basic .,neutral
A heavily adorned buddhist or hindu religious figure wearing an ornate crown on an ornate throne holding a quill.,The quill is a rib .,neutral
A heavily adorned buddhist or hindu religious figure wearing an ornate crown on an ornate throne holding a quill.,A government takes the quill .,neutral
A heavily adorned buddhist or hindu religious figure wearing an ornate crown on an ornate throne holding a quill.,The quill is natural .,neutral
A heavily adorned buddhist or hindu religious figure wearing an ornate crown on an ornate throne holding a quill.,The quill is covered .,neutral
A heavily adorned buddhist or hindu religious figure wearing an ornate crown on an ornate throne holding a quill.,The quill is fiddled .,contradiction
a man wearing ear defenders is shooting a pistol at a white target.,The pistol is seized .,neutral
a man wearing ear defenders is shooting a pistol at a white target.,Police find the pistol .,neutral
a man wearing ear defenders is shooting a pistol at a white target.,A man pulls the pistol .,neutral
a man wearing ear defenders is shooting a pistol at a white target.,One brandishes the pistol .,entailment
a man wearing ear defenders is shooting a pistol at a white target.,A person fires the pistol .,entailment
a man wearing ear defenders is shooting a pistol at a white target.,The pistol is a firearm .,entailment
A black man in a white shirt looks tired while a black women stirs a pot.,A person stars in the stirs .,contradiction
A black man in a white shirt looks tired while a black women stirs a pot.,A person causes the stirs .,neutral
A black man in a white shirt looks tired while a black women stirs a pot.,The stirs are limited .,neutral
A black man in a white shirt looks tired while a black women stirs a pot.,A visit is parted of the stirs .,contradiction
A black man in a white shirt looks tired while a black women stirs a pot.,The stirs are a commotion .,neutral
A black man in a white shirt looks tired while a black women stirs a pot.,The stirs are justified .,neutral
A black man in a white shirt looks tired while a black women stirs a pot.,The stirs are a disturbance .,neutral
Men and women are dancing beside a brick archway.,The archway is an entrance .,entailment
Men and women are dancing beside a brick archway.,A slide upward to form the archway .,contradiction
Men and women are dancing beside a brick archway.,A work weakens the archway .,neutral
Men and women are dancing beside a brick archway.,A blast occurs at the archway .,neutral
Men and women are dancing beside a brick archway.,A hero makes the archway .,contradiction
Men and women are dancing beside a brick archway.,A lobby has the archway .,contradiction
A young female basketball player in red and white blocks another in possession of the ball who is dressed in white and maroon.,A person adjusts the maroon .,contradiction
A young female basketball player in red and white blocks another in possession of the ball who is dressed in white and maroon.,The maroon is a purplish red .,entailment
A young female basketball player in red and white blocks another in possession of the ball who is dressed in white and maroon.,A person drives the maroon .,contradiction
A young female basketball player in red and white blocks another in possession of the ball who is dressed in white and maroon.,The maroon is a colorful photographic essay of a person .,contradiction
A young female basketball player in red and white blocks another in possession of the ball who is dressed in white and maroon.,The maroon is released .,contradiction
A young female basketball player in red and white blocks another in possession of the ball who is dressed in white and maroon.,A person shoots in the maroon .,contradiction
An abundance of food is neatly laid out in front of a gentleman with only lanterns for light.,A plan is introduced to the abundance .,contradiction
An abundance of food is neatly laid out in front of a gentleman with only lanterns for light.,A quake has the abundance .,contradiction
An abundance of food is neatly laid out in front of a gentleman with only lanterns for light.,A secret springs from the abundance .,neutral
An abundance of food is neatly laid out in front of a gentleman with only lanterns for light.,The abundance keeps a rolling .,contradiction
An abundance of food is neatly laid out in front of a gentleman with only lanterns for light.,A campaign nets the abundance .,neutral
An abundance of food is neatly laid out in front of a gentleman with only lanterns for light.,The abundance is a quantity .,entailment
A man is doing something to a teapot.,The teapot is ceramic .,neutral
A man is doing something to a teapot.,The teapot is convenient .,neutral
A man is doing something to a teapot.,A fervor is a typhoon in the teapot .,contradiction
A man is doing something to a teapot.,The teapot is a pot .,entailment
A man is doing something to a teapot.,Investigators identify the teapot .,neutral
A man is doing something to a teapot.,A craft will the teapot .,contradiction
A man in a white shirt playing a white guitar standing in front of a microphone with the light casting a somewhat reddish hue on his shirt,An image takes on the hue .,contradiction
A man in a white shirt playing a white guitar standing in front of a microphone with the light casting a somewhat reddish hue on his shirt,The hue other .,contradiction
A man in a white shirt playing a white guitar standing in front of a microphone with the light casting a somewhat reddish hue on his shirt,The hue is worse .,neutral
A man in a white shirt playing a white guitar standing in front of a microphone with the light casting a somewhat reddish hue on his shirt,People raise the hue .,contradiction
A man in a white shirt playing a white guitar standing in front of a microphone with the light casting a somewhat reddish hue on his shirt,An and has the hue .,contradiction
A man in a white shirt playing a white guitar standing in front of a microphone with the light casting a somewhat reddish hue on his shirt,The hue is a color property .,entailment
A man is smoking a cigarette and holding a honeycomb.,The honeycomb is a framework .,neutral
A man is smoking a cigarette and holding a honeycomb.,The honeycomb is a structure .,entailment
A man is smoking a cigarette and holding a honeycomb.,The honeycomb is optimized .,contradiction
A man is smoking a cigarette and holding a honeycomb.,The honeycomb browns .,neutral
A man is smoking a cigarette and holding a honeycomb.,A person is interested in the honeycomb .,neutral
A man is smoking a cigarette and holding a honeycomb.,A person sets up the honeycomb .,neutral
A man is smoking a cigarette and holding a honeycomb.,The honeycomb is improved .,neutral
A man prepares a fire outside to do some metalwork.,A government announces the metalwork .,neutral
A man prepares a fire outside to do some metalwork.,The metalwork is a formation .,neutral
A man prepares a fire outside to do some metalwork.,The metalwork is considered key .,neutral
A man prepares a fire outside to do some metalwork.,Fishermen take to the metalwork .,neutral
A man prepares a fire outside to do some metalwork.,The metalwork cuts costs .,neutral
A man prepares a fire outside to do some metalwork.,Dealers wait for the metalwork .,neutral
A man prepares a fire outside to do some metalwork.,The metalwork is a work .,contradiction
People are standing on a fire escape watching black smoke billow in the distance.,The escape continues to pick up .,contradiction
People are standing on a fire escape watching black smoke billow in the distance.,The escape is widespread .,contradiction
People are standing on a fire escape watching black smoke billow in the distance.,The escape is a negligence .,contradiction
People are standing on a fire escape watching black smoke billow in the distance.,The escape is a discharge .,contradiction
People are standing on a fire escape watching black smoke billow in the distance.,The escape is an avoidance .,neutral
People are standing on a fire escape watching black smoke billow in the distance.,A difference is the difference between the escape .,contradiction
People are standing on a fire escape watching black smoke billow in the distance.,A person uses the escape .,entailment
People are standing on a fire escape watching black smoke billow in the distance.,A government orders the escape .,neutral
People are standing on a fire escape watching black smoke billow in the distance.,The escape is a diversion .,neutral
5 country farmers harvesting wheat.,The wheat harvests .,contradiction
5 country farmers harvesting wheat.,A person changes the wheat .,neutral
5 country farmers harvesting wheat.,The wheat is a grain .,entailment
5 country farmers harvesting wheat.,People stock up on the wheat .,neutral
5 country farmers harvesting wheat.,The wheat is planted in a fall .,contradiction
5 country farmers harvesting wheat.,The wheat is a cereal .,neutral
5 country farmers harvesting wheat.,The wheat lives for a period .,entailment
Children playing on a roundabout.,The roundabout is known .,neutral
Children playing on a roundabout.,Police defuse the roundabout .,contradiction
Children playing on a roundabout.,The roundabout is a ride .,entailment
Children playing on a roundabout.,A vehicle slows at the roundabout .,neutral
Children playing on a roundabout.,The roundabout is a junction .,entailment
Children playing on a roundabout.,The roundabout has to come a way to be .,contradiction
Children playing on a roundabout.,An accident occurs at the roundabout .,neutral
A kid with a blue hat and braces holding onto a skateboard and appearing to give the impression that he is yelling.,The yelling is immediate .,neutral
A kid with a blue hat and braces holding onto a skateboard and appearing to give the impression that he is yelling.,A death causes the yelling .,neutral
A kid with a blue hat and braces holding onto a skateboard and appearing to give the impression that he is yelling.,The yelling is an utterance .,entailment
A kid with a blue hat and braces holding onto a skateboard and appearing to give the impression that he is yelling.,The yelling grows .,contradiction
A kid with a blue hat and braces holding onto a skateboard and appearing to give the impression that he is yelling.,The yelling wipes off a map .,contradiction
A kid with a blue hat and braces holding onto a skateboard and appearing to give the impression that he is yelling.,A voice rises to the yelling .,contradiction
A group of people of mixed ages sit on a bus that features red headrests.,A couple leans against the headrests .,neutral
A group of people of mixed ages sit on a bus that features red headrests.,The headrests are a cushion .,entailment
A group of people of mixed ages sit on a bus that features red headrests.,A person continues to wear the headrests .,contradiction
A group of people of mixed ages sit on a bus that features red headrests.,A craft will the headrests .,contradiction
A group of people of mixed ages sit on a bus that features red headrests.,The headrests darker in a color .,contradiction
A group of people of mixed ages sit on a bus that features red headrests.,A problem is caused by the headrests .,neutral
A young man lights a lighter while another looks on.,The lighter catches a fire .,neutral
A young man lights a lighter while another looks on.,The lighter is a boat .,contradiction
A young man lights a lighter while another looks on.,The lighter leaks .,neutral
A young man lights a lighter while another looks on.,A person takes out the lighter .,neutral
A young man lights a lighter while another looks on.,The lighter is a fuel .,neutral
A young man lights a lighter while another looks on.,A craft will the lighter .,contradiction
A young man lights a lighter while another looks on.,A blast destroys the lighter .,neutral
Two soldiers are taking refuge behind some guard rails.,The refuge is an aid .,neutral
Two soldiers are taking refuge behind some guard rails.,An explosion occurs in the refuge .,contradiction
Two soldiers are taking refuge behind some guard rails.,The refuge continues to strengthen .,neutral
